N,P,K,temperature,humidity,ph,rainfall,label,N_P_ratio,P_K_ratio,N_K_ratio,total_NPK,temp_humidity,rainfall_ph,temp_sq,rainfall_sq,temp_bin,rain_bin,label_encoded
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,mothbeans,0.5238095113378688,1.9090908223140535,0.9999999545454565,86,1455.0639739920528,382.2988092455565,652.4188653865245,2349.144158572714,1,0,13
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans,0.3076922998027616,1.857142768707487,0.5714285442176883,72,1822.4969783196186,576.7262202750387,840.6051220430257,4966.204729743198,1,0,13
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans,1.0833333032407417,1.6363635619834744,1.772727192148764,97,1775.356210772161,308.75098240848405,861.0218733052727,1158.2692334973462,1,0,13
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans,0.7804877858417614,2.5624998398437597,1.9999998750000076,89,1758.1048927283382,527.982383686536,820.0313324709205,4698.935069487427,1,0,13
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans,0.7317072992266512,2.733333151111123,1.9999998666666756,86,1096.8534841153246,306.5022462979438,616.631517224237,2712.43978976105,1,0,13
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans,0.5277777631172844,1.6363635619834744,0.863636324380167,77,1490.0079714366066,351.7004411477784,647.5442488424356,3254.504675285097,1,0,13
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans,0.08695651984877131,3.066666462222236,0.2666666488888901,65,1935.3172953659353,223.50479761142424,961.7906272079653,4066.8582689793216,1,0,13
21,39,20,27.06179658,52.3003173,7.388007482999999,60.74583498,mothbeans,0.5384615246548328,1.9499999025000048,1.0499999475000026,80,1415.3405478420548,448.7906833933231,732.3408341372997,3690.0564674173916,1,0,13
35,57,25,27.0956288,42.26206161,8.340398059,71.12710390000002,mothbeans,0.6140350769467531,2.2799999088000034,1.3999999440000022,117,1145.1171337072906,593.2283593098515,734.1731000673894,5059.064909201398,1,0,13
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans,0.3999999927272729,2.2916665711805595,0.9166666284722238,101,1637.1284282833453,558.8824973824493,816.1309548174736,4164.156569679187,1,0,13
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans,0.6862744963475589,2.999999823529422,2.058823408304505,103,1435.418190651023,145.3969420674834,829.3992467725988,1669.159393198334,1,0,13
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans,0.30357142315051033,3.2941174532872086,0.999999941176474,90,1268.9987589963746,414.9529919840924,780.8077237150992,4852.919632230226,1,0,13
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans,0.49122806155740245,3.352940979238766,1.6470587266436043,102,1876.8839561163165,582.5336417815695,928.8826912572074,3827.4439222974765,1,0,13
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,mothbeans,0.611111094135803,2.249999859375009,1.3749999140625053,74,1552.6627141240547,528.583281893815,935.2217048553276,4171.299261051982,1,0,13
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,mothbeans,0.26829267638310544,2.157894623268704,0.5789473379501401,71,1123.0925449844801,226.50786677549388,721.4119436262174,1948.1869880558113,1,0,13
38,38,18,26.31051759,61.18749126,6.294130312999999,35.73403813,mothbeans,0.9999999736842113,2.111110993827167,2.111110993827167,94,1609.8745650842013,224.91469259993082,692.2433358536994,1276.921481076294,1,0,13
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans,0.6216216048210378,1.541666602430558,0.9583332934027794,84,1272.7293395763845,271.39107891645943,828.1925360183235,1153.1632340988474,1,0,13
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans,0.7142856938775517,1.7499999125000043,1.249999937500003,80,1253.027076162688,641.5722371324468,835.3518570489504,5169.63669794247,1,0,13
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans,0.888888869135803,2.2499998875000053,1.9999999000000048,105,1694.9348923668067,263.7424936959748,863.0007659644251,1470.1883038705184,1,0,13
23,58,19,24.17093241,58.25204566,5.243634848999999,59.18953429,mothbeans,0.3965517173008325,3.052631418282557,1.2105262520775657,100,1408.0062583920937,310.3683046991244,584.2339735687883,3503.4009694670854,1,0,13
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans,0.03571428507653063,2.434782502835543,0.08695651795841226,81,1593.6088501207882,278.7382313502048,710.4000155478315,1362.9775878556443,1,0,13
3,56,17,28.19912143,53.50567601,8.709291687999999,52.13580529,mothbeans,0.05357142761479594,3.2941174532872086,0.17647057785467188,76,1508.8130550002281,454.06593565938334,795.1904494238853,2718.142193236792,1,0,13
26,51,25,28.76488954,52.62741529,7.792508067999999,55.21606732,mothbeans,0.5098039115724724,2.039999918400003,1.0399999584000017,102,1513.821787592557,430.2716500743311,827.4188702484014,3048.814090286772,1,0,13
39,42,20,29.3499706,61.25353851,8.055908857999999,40.82840673,mothbeans,0.9285714064625856,2.099999895000005,1.9499999025000048,101,1797.7895544144676,328.90992343423375,861.4207742208642,1666.958796110309,1,0,13
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans,0.4576271108876761,2.949999852500007,1.3499999325000034,106,1473.5591774744973,158.3700624320609,784.525044756188,1296.8663227269153,1,0,13
24,45,19,26.85851927,48.8246387,5.9523849570000005,34.7426459,mothbeans,0.5333333214814818,2.3684209279778456,1.263157828254851,88,1311.3574993747377,206.80160282153773,721.3800573769613,1207.0514441327869,1,0,13
7,40,17,31.2123945,40.92604945,8.532078732999999,53.78769958,mothbeans,0.17499999562500013,2.352941038062292,0.4117646816609011,64,1277.400000759908,458.92088768351095,974.2135704236301,2893.116626108332,1,0,13
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans,0.3333333259259261,1.9565216540642758,0.6521738846880919,83,1486.9572804069264,332.46025146310285,585.8445736861188,2117.8768387927366,1,0,13
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,mothbeans,0.49999999038461557,2.260869466918719,1.1304347334593594,101,1487.5377707400817,261.04149420714435,899.3013978206981,2801.5104131647095,1,0,13
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans,0.4444444345679015,2.8124998242187607,1.2499999218750049,81,1635.2477839796109,210.1998245470135,896.3825864347519,2064.493657818364,1,0,13
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,mothbeans,0.6296296179698219,2.249999906250004,1.4166666076388912,112,1297.14731466516,345.7961777579678,974.184561840128,4733.635095418243,1,0,13
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans,0.37254901230296056,2.039999918400003,0.7599999696000012,95,1293.0585622377112,154.68608364380975,718.4943089469593,1925.2806242018733,1,0,13
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans,0.7073170559190962,1.9523808594104353,1.3809523151927467,91,1979.3705032157739,572.7057073662462,991.870819702093,4169.036428010883,1,0,13
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans,0.3999999920000002,2.272727169421492,0.9090908677685968,92,1439.0933052678056,360.4341006544838,960.8107084422745,1468.1142099451015,1,0,13
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans,0.2749999931250002,1.7391303591682452,0.4782608487712674,74,1866.9957676384824,291.36254942785433,876.9019714971894,2519.8218254823637,1,0,13
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans,0.277777772633745,3.599999760000016,0.9999999333333378,84,1709.5890074708386,374.80784370963204,898.563167127308,2012.4670908705796,1,0,13
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,mothbeans,0.6363636247933887,2.4999998863636415,1.5909090185950445,112,1625.5855072202846,479.4054631056666,954.1198644843689,3082.395352962387,1,0,13
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans,0.15254237029589204,2.3599999056000036,0.35999998560000057,93,1828.5467250400798,272.35871094911454,923.7474019341473,1251.3858224946075,1,0,13
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans,0.888888869135803,2.4999998611111187,2.222222098765439,103,1680.2723099602836,162.67969988475403,926.4010642179345,956.0550866845318,1,0,13
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans,0.9210526073407209,1.9999998947368476,1.8421051662049912,92,1600.19844418572,298.09054280057825,641.4512486730154,1070.028677301558,1,0,13
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,mothbeans,0.24137930618311543,3.411764505190323,0.8235293633218022,89,1831.1920989391742,154.2411815473951,932.498785292544,1121.5258615913435,1,0,13
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans,0.727272714049587,3.0555553858024784,2.222222098765439,113,1233.308081071707,341.24083976690855,923.1010902846483,2299.5923298835173,1,0,13
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,mothbeans,0.4999999861111115,1.5652173232514206,0.7826086616257103,77,1291.3710450235435,252.73834963109297,576.8765141601193,1227.384256510958,1,0,13
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans,0.6730769101331364,3.466666435555571,2.333333177777788,102,1754.8374469653243,652.4962035099348,823.5988955172991,4313.326197261615,1,0,13
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans,0.06779660902039646,2.6818180599173607,0.18181817355371938,85,1437.6290555555292,378.3181799264955,860.6850407453402,1801.1997028670123,1,0,13
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans,0.43137254056132274,3.187499800781262,1.3749999140625053,89,1715.6761585150355,605.6757779628449,782.0880340767184,4914.671872837576,1,0,13
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans,0.7021276446355821,2.764705719723193,1.9411763564013906,97,1200.5125675174029,551.0765354248855,618.4194005102192,4085.608570260237,1,0,13
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans,0.0392156855055748,2.999999823529422,0.11764705190311459,70,1189.387248551455,224.97260956965442,669.6099483894072,1484.757161352888,1,0,13
16,51,21,31.01963639,49.97675220000001,3.532008668,32.81296548,mothbeans,0.3137254840445984,2.4285713129251754,0.7619047256235845,88,1550.2606811971327,115.89567849814479,962.2178417678122,1076.6907035916718,1,0,13
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean,0.34545453917355384,2.749999862500007,0.9499999525000024,94,2408.782505202546,393.27796484874716,752.5856224337655,2995.775322407855,1,0,14
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean,0.14814814540466398,2.6999998650000068,0.399999980000001,82,2288.618863856381,272.91091808705863,802.8180040594663,1505.2569238862966,1,0,14
36,55,20,27.01470397,84.34262707,6.635968697999999,55.296354,mungbean,0.6545454426446283,2.749999862500007,1.7999999100000044,111,2278.4911023481586,366.94487425752703,729.7942305867338,3057.686765693316,1,0,14
10,56,16,28.17432665,81.04554836,6.828187498999998,36.35720652,mungbean,0.17857142538265314,3.4999997812500134,0.6249999609375024,82,2283.4037530230116,248.2538230584252,793.7926821809003,1321.8464659379304,1,0,14
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean,0.3928571358418369,3.2941174532872086,1.2941175709342605,95,2609.2513069012966,308.3772767866533,892.7475077017892,2002.7556939892952,1,0,14
9,57,24,29.89232778,89.71503316,7.165121108999998,42.99498978,mungbean,0.1578947340720222,2.3749999010416705,0.37499998437500065,90,2681.791178012289,308.06430885391717,893.5512601069596,1848.5691461823042,1,0,14
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean,0.5762711766733699,2.5652172797731616,1.4782608052930084,116,2377.7554506648485,391.7526176462606,815.7947891507017,3190.289969045533,1,0,14
31,51,25,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean,0.6078431253364094,2.039999918400003,1.2399999504000019,107,2356.2547039254573,381.56571917070954,758.2274018638798,2811.0135646546764,1,0,14
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean,0.0,2.722222070987663,0.0,67,2610.2579418091477,292.3600597669801,881.1170932684508,1749.3224574235337,1,0,14
21,39,20,28.14448546,82.1193047,7.064782137999999,46.75690086,mungbean,0.5384615246548328,1.9499999025000048,1.0499999475000026,80,2311.2055771144596,330.32731802396484,792.1120618081513,2186.207778031869,1,0,14
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean,0.7999999771428579,1.5909090185950445,1.2727272148760356,85,2561.271709110454,428.48004074531787,872.043119104134,3584.6947872010946,1,0,14
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,mungbean,0.3269230706360948,3.058823349480979,0.999999941176474,86,2410.572286550377,284.15804719341446,777.4912151466878,1993.0930799174482,1,0,14
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,mungbean,0.5714285578231296,1.8260868771266574,1.0434782155009472,89,2324.563698507227,282.9119561218293,796.6344103845067,1937.061970312941,1,0,14
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,mungbean,0.6086956389413992,2.874999820312511,1.7499998906250067,90,2464.5561352492,305.95362142882334,841.4712579993759,2107.7385592291753,1,0,14
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,0.5526315644044325,1.809523723356013,0.9999999523809546,80,2572.410897917833,249.21841948044488,885.3831763266444,1409.704157752219,1,0,14
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,mungbean,0.5666666572222224,2.399999904000004,1.359999945600002,119,2536.68983358919,277.0447976708601,887.0966294982728,1662.904676056199,1,0,14
19,53,22,27.8640132,80.4513142,6.852884642999999,42.83053902,mungbean,0.35849055927376305,2.4090907995867816,0.863636324380167,94,2241.6964808261473,293.51274310157027,776.4032316097741,1834.455072743743,1,0,14
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean,0.5344827494054699,3.8666664088889062,2.066666528888898,104,2303.497314479238,366.9473232344844,734.9664591527348,2654.9466307803164,1,0,14
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,mungbean,0.5428571273469392,1.458333272569447,0.7916666336805569,78,2267.5801118717354,338.1056526509209,734.9685661640275,2412.739605482244,1,0,14
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,mungbean,0.45283018013527965,3.1176468754325364,1.411764622837375,94,2579.229185925878,370.24416275950443,838.3637836890317,3324.5618597036078,1,0,14
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean,0.2765957387958354,2.349999882500006,0.6499999675000016,80,2569.332785637017,282.32107297468906,853.6798572924602,1860.9442540553018,1,0,14
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean,0.5849056493414029,3.3124997929687625,1.9374998789062574,100,2466.546141690983,313.2190132291541,826.1031273432961,2356.712732439203,1,0,14
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean,0.622222208395062,1.9565216540642758,1.2173912514177716,96,2380.872967649551,368.3484122557688,879.1350621568762,3222.013605426196,1,0,14
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean,0.8378378151935726,1.761904678004539,1.476190405895695,89,2353.586717339038,250.49325479436942,741.9767378385751,1392.2128833771505,1,0,14
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean,0.5499999908333335,3.9999997333333512,2.199999853333343,108,2364.5119615407507,367.9343460841998,838.2022941994868,3193.4968428155444,1,0,14
34,45,21,28.18837136,82.60629652,6.2873801170000005,37.01110438,mungbean,0.7555555387654325,2.1428570408163314,1.619047541950117,100,2328.5369629800357,232.7028817870236,794.5842799292683,1369.821847427255,1,0,14
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,mungbean,0.2280701714373654,2.2799999088000034,0.5199999792000009,95,2439.688649575972,346.40285099353315,800.9134852101669,2547.5579033734493,1,0,14
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean,0.5789473582640815,3.352940979238766,1.9411763564013906,107,2474.90443698221,392.1147573144693,778.2069715484288,3340.6820552748304,1,0,14
32,57,22,28.6899851,87.50436797,6.769415887999999,44.56598352,mungbean,0.5614034989227457,2.5909089731405013,1.454545388429755,111,2510.4990132442176,301.68567690463414,823.115245038222,1986.126887104912,1,0,14
23,59,25,27.826262300000003,88.73100226,6.320768488,56.68833819,mungbean,0.38983050186727963,2.3599999056000036,0.9199999632000014,107,2469.052143028653,358.31386166843896,774.3008735884015,3213.567686743813,1,0,14
35,41,18,28.70562673,81.59200689,6.705008503999999,59.87065439,mungbean,0.8536585157644265,2.2777776512345747,1.944444336419759,94,2342.149693935928,401.4332468249949,824.0130059620905,3584.4952570868263,1,0,14
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,mungbean,0.1249999973958334,1.99999991666667,0.24999998958333375,78,2423.0391964675455,329.2365829126082,820.0366009654734,2350.620037413484,1,0,14
29,36,25,28.28511547,88.4393979,7.130278657000001,48.56690235,mungbean,0.8055555331790131,1.4399999424000023,1.1599999536000019,90,2501.5185816987755,346.29554726280816,800.0477571512333,2358.7440038744353,1,0,14
4,36,22,27.60887393,86.13316408,7.012740397000001,43.80041104,mungbean,0.11111110802469146,1.6363635619834744,0.18181817355371938,62,2378.0396682767246,307.16091190541283,762.2499196826337,1918.476007272954,1,0,14
10,59,22,28.60901145,86.99495766,7.1556850160000005,36.94616965,mungbean,0.16949152255099115,2.6818180599173607,0.4545454338842984,91,2488.839739787205,264.375152563099,818.4755361462311,1365.0194518065812,1,0,14
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean,0.2916666605902779,2.285714176870753,0.6666666349206364,83,2480.084528987688,373.558083404113,855.3279170420249,2855.009523809208,1,0,14
8,50,21,28.62911222,89.11480590000002,6.218923893,50.49913241,mungbean,0.15999999680000007,2.3809522675737016,0.38095236281179223,79,2551.277778574619,314.0502611203197,819.6260665053533,2550.1623741627127,1,0,14
20,40,15,29.57329479,88.07505524,7.199495367999999,45.04467075,mungbean,0.49999998750000035,2.6666664888889007,1.3333332444444503,75,2604.669572258054,324.29889841771006,874.579764736241,2029.0223629759057,1,0,14
36,43,22,27.82684262,87.16679147,6.3898821660000005,58.37249772,mungbean,0.8372092828555981,1.9545453657024834,1.6363635619834744,101,2425.576587926049,372.99338216590365,774.3331701982485,3407.348490071405,1,0,14
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean,0.24561403077870123,3.7999997466666837,0.9333332711111153,86,2484.103721726017,265.7352686517166,892.5575401171023,1609.6498325741927,1,0,14
11,60,23,27.33684386,88.50229102,7.033012777000001,51.09802625,mungbean,0.18333333027777785,2.6086955387523676,0.4782608487712674,94,2419.37331086602,359.3730714957314,747.3030322260196,2611.0082866456887,1,0,14
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean,0.16949152255099115,3.9333330711111287,0.6666666222222252,84,2663.9828315953378,372.2743572509079,889.852995643919,3465.3084930892787,1,0,14
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,mungbean,0.11666666472222226,2.399999904000004,0.27999998880000043,92,2340.071130399773,358.58724471961784,799.4935571055523,3141.5973691850945,1,0,14
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean,0.04255319058397467,3.1333331244444587,0.13333332444444504,64,2568.4391819890557,373.9342586770233,892.1333047891804,3412.1885533874706,1,0,14
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean,0.4444444345679015,2.0454544524793428,0.9090908677685968,87,2662.815016726143,379.4844750396673,875.4980441173824,3020.734892660847,1,0,14
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean,0.05128204996712693,2.599999826666678,0.13333332444444504,56,2327.5119802039417,321.45727879578567,788.0481674889911,2462.0107304962744,1,0,14
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean,0.6749999831250004,1.666666597222225,1.124999953125002,91,2505.5168356277754,373.2543026537867,775.080364735915,2792.727205499927,1,0,14
35,48,15,27.10818093,87.45126690000002,6.981758362000001,55.03723979,mungbean,0.7291666514756948,3.199999786666681,2.333333177777788,98,2370.644765682921,384.2567091252317,734.8534733336156,3029.097763701959,1,0,14
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,mungbean,0.06779660902039646,2.3599999056000036,0.15999999360000025,88,2268.595645066453,340.14121778771096,766.4675936446432,2983.610195579078,1,0,14
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean,0.020833332899305567,1.99999991666667,0.041666664930555625,73,2512.1516844949433,367.9636298726156,861.1845665901594,3485.2846633766044,1,0,14
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,mungbean,0.8372092828555981,2.047618950113383,1.714285632653065,100,2406.88251648077,377.94559691006606,804.4707761506916,2801.6178278497523,1,0,14
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean,0.23913042958412112,1.9166665868055588,0.4583333142361119,81,2483.40155650916,365.1129698729118,764.6774684062127,3195.1412452094223,1,0,14
34,47,19,27.31372793,85.44815232,6.568795403999999,53.15223123,mungbean,0.7234042399275694,2.4736840803324167,1.7894735900277057,100,2333.907584589678,349.1461322159692,746.039733434062,2825.1596847273872,1,0,14
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean,0.47727271642562014,2.444444308641983,1.1666666018518554,83,2352.2869179998984,359.75784646971204,732.7361526133382,2546.9646359361086,1,0,14
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,mungbean,0.29310344322235443,2.899999855000007,0.8499999575000021,95,2411.362390136166,252.27796031972747,787.7243930284124,1539.644999122917,1,0,14
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean,0.6249999843750005,1.904761814058961,1.1904761337868508,86,2250.252322858461,276.05025414504763,769.135417488033,1951.5021105231592,1,0,14
2,38,18,27.53632932,89.92908171,6.619891497999999,45.48591922,mungbean,0.05263157756232691,2.111110993827167,0.11111110493827195,58,2476.316809411749,301.1118499231928,758.2494324194917,2068.9688472883654,1,0,14
9,48,20,29.66461594,84.28187572,6.377568542000001,56.09542002,mungbean,0.1874999960937501,2.399999880000006,0.4499999775000011,77,2500.189473936611,357.752386069829,879.9894388677021,3146.6961472202165,1,0,14
37,49,25,29.914544300000006,85.85384444,6.415459592,41.39081525,mungbean,0.7551020254060812,1.959999921600003,1.4799999408000024,111,2568.2786328256893,265.5411027163124,894.8799606766629,1713.199587059633,1,0,14
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean,0.9473683961218844,2.5333331644444557,2.3999998400000107,89,2484.601035043803,366.56833303599956,804.4959934968645,3363.448279063436,1,0,14
40,58,15,29.46416042,87.60890009,6.978400282000001,43.15411472,mungbean,0.6896551605231869,3.8666664088889062,2.6666664888889007,113,2581.3226864715125,301.1466863315084,868.1367492554945,1862.277617266921,1,0,14
30,44,16,29.73013036,82.89166381,6.442335592999999,50.91511275,mungbean,0.6818181663223144,2.7499998281250106,1.8749998828125072,90,2464.379970828594,328.01224309093305,883.8806512225938,2592.3487063452126,1,0,14
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,mungbean,0.016949152255099114,2.5652172797731616,0.04347825897920613,83,2394.610021270286,314.56322603453896,754.5201343178234,1917.057031313153,1,0,14
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,mungbean,0.1874999960937501,2.1818180826446323,0.4090908904958686,79,2418.8277648362896,316.99687965467416,771.2152692709401,2451.0545637957766,1,0,14
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean,0.3414634063057706,2.411764564013849,0.8235293633218022,72,2577.4599487421324,258.28496445262334,848.5216670481348,1328.6118487124454,1,0,14
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,mungbean,0.6730769101331364,2.736841961218844,1.8421051662049912,106,2436.7252876028174,250.90719071531566,734.7389267575949,1403.0123239621335,1,0,14
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean,0.6458333198784726,2.82352924567475,1.823529304498276,96,2510.955565165317,354.77934305087354,834.0999992552314,2894.152225573218,1,0,14
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,mungbean,0.09756097323022017,2.049999897500005,0.1999999900000005,65,2358.7403549098262,248.95304312366432,792.2653699861276,1402.3530507685014,1,0,14
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean,0.8108107888970058,1.4799999408000024,1.199999952000002,92,2395.633716210457,390.1493906916566,893.4893039510173,3002.6030078185613,1,0,14
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean,0.2571428497959186,1.7499999125000043,0.4499999775000011,64,2220.0707740541593,280.2286675635517,751.5841182810923,1642.821311889978,1,0,14
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,mungbean,0.48780486615110086,2.049999897500005,0.9999999500000024,81,2619.575352300164,360.1925454717682,856.9135668907046,2593.320527608749,1,0,14
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean,0.7399999852000003,2.1739129489603064,1.6086955822306268,110,2623.868868314479,365.8312974879394,879.2985663635453,3138.143104097736,1,0,14
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean,0.9714285436734702,1.666666587301591,1.619047541950117,90,2351.75072937988,388.94497781803324,809.132242442355,3385.742286163204,1,0,14
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean,0.37837836815193604,2.466666502222233,0.9333332711111153,66,2348.1631836065903,322.0695875098094,781.8933983697533,2394.800156672381,1,0,14
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean,0.5897435746219597,1.772727192148764,1.0454544979338865,84,2398.4333357736036,288.493717271699,855.9423949467761,1766.0865693464661,1,0,14
5,45,21,28.36291385,88.00989267,6.487124217000001,43.05130077,mungbean,0.11111110864197538,2.1428570408163314,0.23809522675737013,71,2496.217003746957,279.27913579841777,804.454882062522,1853.4144979890025,1,0,14
22,37,20,27.62749466,86.49366929,6.605733067999999,39.26137642,mungbean,0.5945945785244708,1.8499999075000044,1.0999999450000026,79,2389.603386433281,259.3501725127894,763.2784611883285,1541.4556783929318,1,0,14
40,51,17,28.66086349,86.12194568,6.860602782000001,50.01534317,mungbean,0.7843137101114959,2.999999823529422,2.352941038062292,108,2468.3293286276753,343.1354024947868,821.445095992415,2501.5345524128657,1,0,14
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean,0.4821428485331634,2.799999860000007,1.3499999325000034,103,2544.7523689162917,330.81227120811496,853.3071635775152,2656.2151454181776,1,0,14
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean,0.7749999806250005,1.8181817355371936,1.409090845041325,93,2533.8889664108833,339.6311509612294,864.8830374805677,2846.7421281736597,1,0,14
38,36,21,28.02952623,84.8845732,6.5563729660000005,36.12042927,mungbean,1.0555555262345688,1.714285632653065,1.809523723356013,95,2379.274371031755,236.81900598614314,785.6543406782579,1304.685410649073,1,0,14
6,37,17,28.08657178,80.35005927,6.760694227999999,38.14476781,mungbean,0.16216215777940116,2.1764704602076197,0.35294115570934376,60,2256.7577072141094,257.88511156146717,788.8555143530924,1455.0233112788121,1,0,14
6,47,18,29.16174608,80.28038146,6.715276662999999,40.16545979,mungbean,0.12765957175192402,2.6111109660493907,0.3333333148148158,71,2341.11609934206,269.72217478645183,850.4074344343954,1613.264160142107,1,0,14
24,44,17,29.8596912,80.03499648,6.666380512000001,50.66487502,mungbean,0.5454545330578515,2.588235141868521,1.411764622837375,85,2389.820280085887,337.75133547624364,891.6011585593575,2566.9295607922195,1,0,14
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,mungbean,0.4237288063774779,3.105262994459842,1.3157894044321365,103,2432.470381798479,291.25255446396267,844.8506641912672,1931.763998529524,1,0,14
